Country	TIME_PERIOD	OBS_VALUE	ATTRIBUTE
Australia	2011	1.4	H_Age:Total_Sex:Male_Education:Total
Australia	2012	1.7	H_Age:Total_Sex:Male_Education:Total
Australia	2013	1.4	H_Age:Total_Sex:Male_Education:Total
Australia	2014	1.5	H_Age:Total_Sex:Male_Education:Total
Australia	2015	1.6	H_Age:Total_Sex:Male_Education:Total
Australia	2016	1.5	H_Age:Total_Sex:Male_Education:Total
Australia	2017	1.2	H_Age:Total_Sex:Male_Education:Total
Australia	2018	1.4	H_Age:Total_Sex:Male_Education:Total
Australia	2019	1.4	H_Age:Total_Sex:Male_Education:Total
Australia	2020	1.3	H_Age:Total_Sex:Male_Education:Total
Australia	2014	74.2	PH+_Age:Total_Sex:Total_Education:Primary education
Australia	2017	74.5	PH+_Age:Total_Sex:Total_Education:Primary education
Australia	2010	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2011	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2012	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2013	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2014	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2015	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2016	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2017	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2018	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2019	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2020	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2021	12.09525168	NAB_Age:Total_Sex:Total_Education:Secondary education
Australia	2018	469.92708	SMS_Age:Total_Sex:Total_Education:Secondary education
Australia	2004	6.661100007	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2005	6.690587269	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2006	6.558360332	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2007	6.774113832	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2008	6.772597308	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2009	6.477183192	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2010	6.374261279	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2011	6.411547383	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2012	6.313602442	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2013	6.512986342	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2014	6.045014471	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2015	6.381466315	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2016	6.435295997	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2017	6.313069568	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2018	6.055434325	LHWPW_Age:Total_Sex:Female_Education:Total
Australia	2006	10.82234816	NAB_Age:Total_Sex:Total_Education:Total
Australia	2007	11.90811624	NAB_Age:Total_Sex:Total_Education:Total
Australia	2008	12.69049012	NAB_Age:Total_Sex:Total_Education:Total
Australia	2010	11.65444479	NAB_Age:Total_Sex:Total_Education:Total
Australia	2011	9.948093762	NAB_Age:Total_Sex:Total_Education:Total
Australia	2012	12.70593098	NAB_Age:Total_Sex:Total_Education:Total
Australia	2013	8.895432892	NAB_Age:Total_Sex:Total_Education:Total
Australia	2014	13.2733093	NAB_Age:Total_Sex:Total_Education:Total
Australia	2015	10.74149745	NAB_Age:Total_Sex:Total_Education:Total
Australia	2016	11.9163452	NAB_Age:Total_Sex:Total_Education:Total
Australia	2017	13.20641456	NAB_Age:Total_Sex:Total_Education:Total
Australia	2018	10.72066823	NAB_Age:Total_Sex:Total_Education:Total
Australia	2019	14.05519173	NAB_Age:Total_Sex:Total_Education:Total
Australia	2020	11.02365333	NAB_Age:Total_Sex:Total_Education:Total
Australia	2021	11.60934626	NAB_Age:Total_Sex:Total_Education:Total
Australia	2012	22.9248665	HSG_Age:Total_Sex:Total_Education:Primary education
Australia	2014	85.9	PH+_Age:Total_Sex:Total_Education:Secondary education
Australia	2017	85.1	PH+_Age:Total_Sex:Total_Education:Secondary education
Australia	2012	45.7103909	Not HSG_Age:Total_Sex:Total_Education:Total
Australia	2004	9.9261808	NEET_Age:Total_Sex:Total_Education:Total
Australia	2005	9.5541849	NEET_Age:Total_Sex:Total_Education:Total
Australia	2006	9.3154173	NEET_Age:Total_Sex:Total_Education:Total
Australia	2007	8.6517601	NEET_Age:Total_Sex:Total_Education:Total
Australia	2008	8.5522385	NEET_Age:Total_Sex:Total_Education:Total
Australia	2009	9.9969006	NEET_Age:Total_Sex:Total_Education:Total
Australia	2010	9.6901541	NEET_Age:Total_Sex:Total_Education:Total
Australia	2011	9.868906	NEET_Age:Total_Sex:Total_Education:Total
Australia	2012	9.8566074	NEET_Age:Total_Sex:Total_Education:Total
Australia	2013	10.852316	NEET_Age:Total_Sex:Total_Education:Total
Australia	2014	10.389955	NEET_Age:Total_Sex:Total_Education:Total
Australia	2015	9.7582693	NEET_Age:Total_Sex:Total_Education:Total
Australia	2016	8.9274702	NEET_Age:Total_Sex:Total_Education:Total
Australia	2017	8.6633263	NEET_Age:Total_Sex:Total_Education:Total
Australia	2018	8.8408089	NEET_Age:Total_Sex:Total_Education:Total
Australia	2019	8.6564646	NEET_Age:Total_Sex:Total_Education:Total
Australia	2020	11.860934	NEET_Age:Total_Sex:Total_Education:Total
Australia	2021	8.4608145	NEET_Age:Total_Sex:Total_Education:Total
Australia	2004	63.37193518	ER_Age:Total_Sex:Female_Education:Total
Australia	2005	65.15931145	ER_Age:Total_Sex:Female_Education:Total
Australia	2006	66.0923506	ER_Age:Total_Sex:Female_Education:Total
Australia	2007	66.77772698	ER_Age:Total_Sex:Female_Education:Total
Australia	2008	67.53812872	ER_Age:Total_Sex:Female_Education:Total
Australia	2009	67.72062148	ER_Age:Total_Sex:Female_Education:Total
Australia	2010	67.77002216	ER_Age:Total_Sex:Female_Education:Total
Australia	2011	68.26218912	ER_Age:Total_Sex:Female_Education:Total
Australia	2012	68.33193935	ER_Age:Total_Sex:Female_Education:Total
Australia	2013	68.3091152	ER_Age:Total_Sex:Female_Education:Total
Australia	2014	68.08083465	ER_Age:Total_Sex:Female_Education:Total
Australia	2015	68.78566889	ER_Age:Total_Sex:Female_Education:Total
Australia	2016	69.46022647	ER_Age:Total_Sex:Female_Education:Total
Australia	2017	70.39971396	ER_Age:Total_Sex:Female_Education:Total
Australia	2018	71.34904348	ER_Age:Total_Sex:Female_Education:Total
Australia	2019	72.16832309	ER_Age:Total_Sex:Female_Education:Total
Australia	2020	71.07219156	ER_Age:Total_Sex:Female_Education:Total
Australia	2021	73.20021633	ER_Age:Total_Sex:Female_Education:Total
Australia	2004	80.5	LE_Age:Total_Sex:Total_Education:Total
Australia	2005	80.8	LE_Age:Total_Sex:Total_Education:Total
Australia	2006	81	LE_Age:Total_Sex:Total_Education:Total
Australia	2007	81.3	LE_Age:Total_Sex:Total_Education:Total
Australia	2008	81.4	LE_Age:Total_Sex:Total_Education:Total
Australia	2009	81.5	LE_Age:Total_Sex:Total_Education:Total
Australia	2010	81.7	LE_Age:Total_Sex:Total_Education:Total
Australia	2011	81.9	LE_Age:Total_Sex:Total_Education:Total
Australia	2012	82	LE_Age:Total_Sex:Total_Education:Total
Australia	2013	82.1	LE_Age:Total_Sex:Total_Education:Total
Australia	2014	82.3	LE_Age:Total_Sex:Total_Education:Total
Australia	2015	82.4	LE_Age:Total_Sex:Total_Education:Total
Australia	2016	82.4	LE_Age:Total_Sex:Total_Education:Total
Australia	2017	82.5	LE_Age:Total_Sex:Total_Education:Total
Australia	2018	82.7	LE_Age:Total_Sex:Total_Education:Total
Australia	2019	82.9	LE_Age:Total_Sex:Total_Education:Total
Australia	2020	83.2	LE_Age:Total_Sex:Total_Education:Total
Australia	2004	94.32	VT_Age:Total_Sex:Total_Education:Total
Australia	2007	94.76	VT_Age:Total_Sex:Total_Education:Total
Australia	2010	93.22	VT_Age:Total_Sex:Total_Education:Total
Australia	2013	93.23	VT_Age:Total_Sex:Total_Education:Total
Australia	2016	91.01	VT_Age:Total_Sex:Total_Education:Total
Australia	2019	91.89	VT_Age:Total_Sex:Total_Education:Total
Australia	2004	17.69724203	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2005	17.62707392	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2006	17.06525388	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2007	17.24905592	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2008	17.15049791	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2009	16.50732594	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2010	16.15727743	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2011	16.12516104	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2012	16.14122959	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2013	15.93472881	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2014	15.33640744	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2015	15.17666856	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2016	15.02310866	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2017	14.73931302	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2018	14.11360788	LHWPW_Age:Middle-aged_Sex:Total_Education:Total
Australia	2018	428.08357	SMS_Age:Total_Sex:Total_Education:Primary education
Australia	2004	22.49854088	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2006	21.01210976	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2007	21.1998806	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2008	22.67929077	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2009	22.29786873	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2010	22.54539299	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2011	22.55825806	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2012	22.57773972	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2013	23.17880249	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2014	25.90723801	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2015	27.00177383	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2016	30.57998466	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2017	32.83741379	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2018	32.65228271	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2019	32.29298782	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2020	31.32987404	SAD_deaths_Age:Total_Sex:Male_Education:Total
Australia	2012	32.32528684	HSG_Age:Total_Sex:Male_Education:Total
Australia	2012	44.23847649	HSG_Age:Total_Sex:Total_Education:Tertiary education
Australia	2007	0.48038727	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2008	0.764003217	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2009	0.999940932	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2010	1.135444045	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2011	1.173784018	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2012	0.958658457	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2013	1.065034151	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2014	1.286029935	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2015	1.101786733	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2016	0.993857622	LMIS_Age:Old_Sex:Total_Education:Total
Australia	2005	26.40523338	JS_Age:Middle-aged_Sex:Total_Education:Total
Australia	2015	24.44754028	JS_Age:Middle-aged_Sex:Total_Education:Total
Australia	2004	93.3	PH+_Age:Young_Sex:Total_Education:Total
Australia	2007	93.2	PH+_Age:Young_Sex:Total_Education:Total
Australia	2011	90.9	PH+_Age:Young_Sex:Total_Education:Total
Australia	2014	91	PH+_Age:Young_Sex:Total_Education:Total
Australia	2017	91.9	PH+_Age:Young_Sex:Total_Education:Total
Australia	2018	514.40983	SMS_Age:Total_Sex:Total_Education:Tertiary education
Australia	2011	59.22853	LE_Age:Total_Sex:Male_Education:Tertiary education
Australia	2016	60.6	LE_Age:Total_Sex:Male_Education:Tertiary education
Australia	2005	25.75549889	JS_Age:Total_Sex:Total_Education:Primary education
Australia	2015	26.56933594	JS_Age:Total_Sex:Total_Education:Primary education
Australia	2014	7.6	LS_Age:Total_Sex:Total_Education:Primary education
Australia	2019	7.3	LS_Age:Total_Sex:Total_Education:Primary education
Australia	2020	7.3	LS_Age:Total_Sex:Total_Education:Primary education
Australia	2004	15.45430099	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2005	15.81559713	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2006	15.15518321	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2007	15.97264944	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2008	17.51070953	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2009	14.51990941	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2010	15.98026562	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2011	16.85495515	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2012	17.58875958	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2013	15.88054787	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2014	14.75299839	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2015	15.43609052	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2016	15.63266204	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2017	15.06164436	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2018	15.43242583	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2019	15.45769241	FTUELT_Age:Total_Sex:Total_Education:Total
Australia	2013	94.06520081	VT_Age:Total_Sex:Female_Education:Total
Australia	2004	2.186639062	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2005	2.041047653	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2006	1.982171916	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2007	1.783083712	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2008	1.726982218	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2009	2.481889037	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2010	2.331966508	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2011	2.329299601	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2012	2.429835608	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2013	2.569524065	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2014	2.791760041	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2015	2.804310108	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2016	2.608033419	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2017	2.465044889	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2018	2.19045713	LTUR_Age:Young_Sex:Total_Education:Total
Australia	2011	60.41157	LE_Age:Total_Sex:Female_Education:Secondary education
Australia	2016	61.3	LE_Age:Total_Sex:Female_Education:Secondary education
Australia	2005	31.33876038	JS_Age:Total_Sex:Male_Education:Total
Australia	2015	28.93505669	JS_Age:Total_Sex:Male_Education:Total
Australia	2012	260.76968	ANS_Age:Total_Sex:Female_Education:Total
Australia	2004	48814	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2005	49358	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2006	49689	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2007	51049	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2008	51376	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2009	50884	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2010	52645	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2011	54342	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2012	54694	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2013	54493	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2014	54959	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2015	54594	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2016	54709	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2017	54446	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2018	54586	AAGE_Age:Total_Sex:Total_Education:Total
Australia	2019	55170	AAGE_Age:Total_Sex:Total_Education:Total
